Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771643890780,3504,3504,3504,3504,3504,3504,3504,3504,90.0694808959961,88.4974365234375,86.96356201171875,87.51174926757813,73.37286376953125,86.5570297241211,86.47644805908203,87.6261978149414,89.69316864013672,100,100,100,100,100,100,100,100,19.161113739013672,8589934592,1073741824,5379833856,290652160
205,1771643890781,3504,3504,3504,3504,3504,3504,3504,3504,90.0694808959961,88.4974365234375,86.96356201171875,87.51174926757813,73.37286376953125,86.5570297241211,86.47644805908203,87.6261978149414,89.69316864013672,NaN,NaN,100,50,NaN,100,100,NaN,19.161113739013672,8589934592,1073741824,5379833856,290652160
207,1771643890986,3504,3504,3504,3504,3504,3504,3504,3504,90.0694808959961,88.4974365234375,86.96356201171875,87.51174926757813,73.37286376953125,86.5570297241211,86.47644805908203,87.6261978149414,89.69316864013672,81.81818389892578,71.42857360839844,70,73.68421173095703,95,90.47618865966797,90,85.71428680419922,19.161113739013672,8589934592,1073741824,5379833856,290652160
209,1771643891193,3504,3504,3504,3504,3504,3504,3504,3504,91.72710418701172,90.27354431152344,88.70458984375,89.205078125,74.25975799560547,88.30296325683594,88.23345184326172,89.27354431152344,91.5036849975586,80,76.19047546386719,80.95238494873047,76.19047546386719,86.36363983154297,95,86.36363983154297,90.47618865966797,19.161113739013672,8589934592,1073741824,5379833856,290652160
207,1771643891403,3504,3504,3504,3504,3504,3504,3504,3504,91.72710418701172,90.27354431152344,88.70458984375,89.205078125,74.25975799560547,88.30296325683594,88.23345184326172,89.27354431152344,91.5036849975586,77.2727279663086,80,75,76.19047546386719,90.47618865966797,95,85.71428680419922,85.71428680419922,19.161113739013672,8589934592,1073741824,5386272768,290652160
208,1771643891611,3504,3504,3504,3504,3504,3504,3504,3504,91.72710418701172,90.27354431152344,88.70458984375,89.205078125,74.25975799560547,88.30296325683594,88.23345184326172,89.27354431152344,91.5036849975586,80,76.19047546386719,77.2727279663086,76.19047546386719,85,90.90909576416016,85,90.47618865966797,19.161113739013672,8589934592,1073741824,5398265856,290652160
209,1771643891819,3504,3504,3504,3504,3504,3504,3504,3504,91.72710418701172,90.27354431152344,88.70458984375,89.205078125,74.25975799560547,88.30296325683594,88.23345184326172,89.27354431152344,91.5036849975586,80,76.19047546386719,76.19047546386719,75,90.47618865966797,95,90.47618865966797,85,19.538555145263672,8589934592,1073741824,5385273344,290652160
206,1771643892029,3504,3504,3504,3504,3504,3504,3504,3504,91.72710418701172,90.27354431152344,88.70458984375,89.205078125,74.25975799560547,88.30296325683594,88.23345184326172,89.27354431152344,91.5036849975586,76.19047546386719,76.19047546386719,80,75,90.47618865966797,86.36363983154297,90.47618865966797,90.47618865966797,19.538555145263672,8589934592,1073741824,5125029888,290652160
207,1771643892236,3504,3504,3504,3504,3504,3504,3504,3504,93.166015625,91.2343521118164,89.87796020507813,90.65776824951172,75.15251922607422,89.1657943725586,89.39745330810547,89.95176696777344,92.51859283447266,80,80,75,77.2727279663086,90.47618865966797,90.47618865966797,90,85.71428680419922,19.538555145263672,8589934592,1073741824,5123489792,290652160
208,1771643892444,3504,3504,3504,3504,3504,3504,3504,3504,93.166015625,91.2343521118164,89.87796020507813,90.65776824951172,75.15251922607422,89.1657943725586,89.39745330810547,89.95176696777344,92.51859283447266,77.2727279663086,76.19047546386719,76.19047546386719,76.19047546386719,90.47618865966797,89.47368621826172,90.47618865966797,85,19.538555145263672,8589934592,1073741824,5145772032,290652160
205,1771643892653,3504,3504,3504,3504,3504,3504,3504,3504,93.166015625,91.2343521118164,89.87796020507813,90.65776824951172,75.15251922607422,89.1657943725586,89.39745330810547,89.95176696777344,92.51859283447266,80,71.42857360839844,71.42857360839844,70,90,90.47618865966797,90.47618865966797,86.36363983154297,19.538555145263672,8589934592,1073741824,5142642688,290652160
209,1771643892858,3504,3504,3504,3504,3504,3504,3504,3504,93.166015625,91.2343521118164,89.87796020507813,90.65776824951172,75.15251922607422,89.1657943725586,89.39745330810547,89.95176696777344,92.51859283447266,80.95238494873047,80.95238494873047,76.19047546386719,76.19047546386719,90,85,90,90,20.38163948059082,8589934592,1073741824,5142200320,290652160
