Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
208,1771534105953,4,4,4,4,4,4,4,4,4,4,4,4,56.452110290527344,64.91287231445313,57.703125,61.953125,62.498695373535156,61.37297821044922,56.64180374145508,63.93741989135742,62.68855285644531,64.93646240234375,62.27939987182617,60.815162658691406,47.619049072265625,40,35,40.90909194946289,28.571430206298828,25,42.85714340209961,45.45454788208008,42.85714340209961,42.85714340209961,38.095237731933594,35,7.9891862869262695,25769803776,7516192768,14747189248,5823070208
209,1771534106161,4,4,4,4,4,4,4,4,4,4,4,4,56.452110290527344,64.91287231445313,57.703125,61.953125,62.498695373535156,61.37297821044922,56.64180374145508,63.93741989135742,62.68855285644531,64.93646240234375,62.27939987182617,60.815162658691406,42.85714340209961,33.333335876464844,38.095237731933594,35,33.333335876464844,31.81818199157715,50,45,45,40,38.095237731933594,38.095237731933594,7.9891862869262695,25769803776,7516192768,14747074560,5823070208
206,1771534106372,4,4,4,4,4,4,4,4,4,4,4,4,56.452110290527344,64.91287231445313,57.703125,61.953125,62.498695373535156,61.37297821044922,56.64180374145508,63.93741989135742,62.68855285644531,64.93646240234375,62.27939987182617,60.815162658691406,45,40,38.095237731933594,38.095237731933594,28.571430206298828,30.000001907348633,40.90909194946289,42.85714340209961,47.619049072265625,42.85714340209961,38.095237731933594,33.333335876464844,30.011442184448242,25769803776,7516192768,14697267200,5823070208
209,1771534106578,4,4,4,4,4,4,4,4,4,4,4,4,56.452110290527344,64.91287231445313,57.703125,61.953125,62.498695373535156,61.37297821044922,56.64180374145508,63.93741989135742,62.68855285644531,64.93646240234375,62.27939987182617,60.815162658691406,40,38.095237731933594,40,35,38.095237731933594,30.000001907348633,47.36842346191406,52.38095474243164,42.85714340209961,47.619049072265625,35,42.85714340209961,30.011442184448242,25769803776,7516192768,14713602048,5823070208
209,1771534106788,4,4,4,4,4,4,4,4,4,4,4,4,57.402618408203125,66.2909164428711,58.171875,63.125,63.80072784423828,62.905765533447266,57.73003005981445,65.3901138305664,64.48635864257813,66.19619750976563,63.35578155517578,62.06631088256836,50,42.85714340209961,45.45454788208008,45.45454788208008,35,36.3636360168457,47.619049072265625,50,47.619049072265625,52.38095474243164,42.85714340209961,40.90909194946289,30.011442184448242,25769803776,7516192768,14716076032,5823070208
205,1771534106997,4,4,4,4,4,4,4,4,4,4,4,4,57.402618408203125,66.2909164428711,58.171875,63.125,63.80072784423828,62.905765533447266,57.73003005981445,65.3901138305664,64.48635864257813,66.19619750976563,63.35578155517578,62.06631088256836,40,38.095237731933594,38.095237731933594,40,36.3636360168457,28.571430206298828,50,47.619049072265625,50,47.619049072265625,40.90909194946289,36.842105865478516,30.011442184448242,25769803776,7516192768,14713651200,5823070208
208,1771534107203,4,4,4,4,4,4,4,4,4,4,4,4,57.402618408203125,66.2909164428711,58.171875,63.125,63.80072784423828,62.905765533447266,57.73003005981445,65.3901138305664,64.48635864257813,66.19619750976563,63.35578155517578,62.06631088256836,42.85714340209961,40,36.842105865478516,38.095237731933594,35,30.000001907348633,50,47.619049072265625,42.85714340209961,47.619049072265625,40,40.90909194946289,30.011442184448242,25769803776,7516192768,14747385856,5823070208
203,1771534107411,4,4,4,4,4,4,4,4,4,4,4,4,57.402618408203125,66.2909164428711,58.171875,63.125,63.80072784423828,62.905765533447266,57.73003005981445,65.3901138305664,64.48635864257813,66.19619750976563,63.35578155517578,62.06631088256836,45,40.90909194946289,40.90909194946289,38.095237731933594,30.000001907348633,28.571430206298828,45.45454788208008,42.85714340209961,47.619049072265625,45,38.095237731933594,38.095237731933594,31.5035343170166,25769803776,7516192768,14751088640,5823070208
203,1771534107615,4,4,4,4,4,4,4,4,4,4,4,4,57.402618408203125,66.2909164428711,58.171875,63.125,63.80072784423828,62.905765533447266,57.73003005981445,65.3901138305664,64.48635864257813,66.19619750976563,63.35578155517578,62.06631088256836,42.85714340209961,36.842105865478516,35,40,36.3636360168457,30.000001907348633,47.36842346191406,47.619049072265625,47.619049072265625,45,35,36.842105865478516,31.5035343170166,25769803776,7516192768,14751088640,5823070208
207,1771534107818,4,4,4,4,4,4,4,4,4,4,4,4,57.75818634033203,66.36229705810547,58.40625,63.578125,64.14741516113281,63.26689910888672,58.061771392822266,65.66327667236328,64.74845123291016,66.30594635009766,63.888031005859375,62.59403991699219,45,35,38.095237731933594,38.095237731933594,31.57894515991211,28.571430206298828,42.85714340209961,47.36842346191406,45,47.619049072265625,40,38.095237731933594,31.5035343170166,25769803776,7516192768,14751088640,5823070208
202,1771534108025,4,4,4,4,4,4,4,4,4,4,4,4,57.75818634033203,66.36229705810547,58.40625,63.578125,64.14741516113281,63.26689910888672,58.061771392822266,65.66327667236328,64.74845123291016,66.30594635009766,63.888031005859375,62.59403991699219,45,36.3636360168457,35,40,31.81818199157715,31.57894515991211,42.85714340209961,42.85714340209961,50,45,40.90909194946289,42.85714340209961,31.5035343170166,25769803776,7516192768,14751088640,5823070208
209,1771534108228,4,4,4,4,4,4,4,4,4,4,4,4,57.75818634033203,66.36229705810547,58.40625,63.578125,64.14741516113281,63.26689910888672,58.061771392822266,65.66327667236328,64.74845123291016,66.30594635009766,63.888031005859375,62.59403991699219,42.85714340209961,36.842105865478516,47.619049072265625,47.619049072265625,33.333335876464844,28.571430206298828,40,38.095237731933594,36.842105865478516,38.095237731933594,40,45,31.5035343170166,25769803776,7516192768,14727643136,5823070208
211,1771534108438,4,4,4,4,4,4,4,4,4,4,4,4,57.75818634033203,66.36229705810547,58.40625,63.578125,64.14741516113281,63.26689910888672,58.061771392822266,65.66327667236328,64.74845123291016,66.30594635009766,63.888031005859375,62.59403991699219,42.85714340209961,33.333335876464844,40,45,31.81818199157715,28.571430206298828,35,35,35,35,40,47.619049072265625,31.294736862182617,25769803776,7516192768,14680719360,5823070208
209,1771534108650,4,4,4,4,4,4,4,4,4,4,4,4,57.75818634033203,66.36229705810547,58.40625,63.578125,64.14741516113281,63.26689910888672,58.061771392822266,65.66327667236328,64.74845123291016,66.30594635009766,63.888031005859375,62.59403991699219,45,42.85714340209961,42.85714340209961,47.619049072265625,45.45454788208008,40.90909194946289,43.4782600402832,42.85714340209961,43.4782600402832,42.85714340209961,47.619049072265625,52.38095474243164,31.294736862182617,25769803776,7516192768,14689239040,5823070208
208,1771534108859,4,4,4,4,4,4,4,4,4,4,4,4,57.88777542114258,66.303466796875,58.640625,63.578125,63.86771011352539,62.786312103271484,58.0469856262207,65.36400604248047,64.1201400756836,66.28471374511719,63.69039535522461,62.28797149658203,42.85714340209961,38.095237731933594,57.142860412597656,47.619049072265625,35,28.571430206298828,40,40.90909194946289,40,40.90909194946289,50,40,31.294736862182617,25769803776,7516192768,14740799488,5823070208
207,1771534109068,4,4,4,4,4,4,4,4,4,4,4,4,57.88777542114258,66.303466796875,58.640625,63.578125,63.86771011352539,62.786312103271484,58.0469856262207,65.36400604248047,64.1201400756836,66.28471374511719,63.69039535522461,62.28797149658203,45,45.45454788208008,45.45454788208008,47.619049072265625,36.3636360168457,35,40,40,40,40,50,50,31.294736862182617,25769803776,7516192768,14701756416,5823070208
202,1771534109275,4,4,4,4,4,4,4,4,4,4,4,4,57.88777542114258,66.303466796875,58.640625,63.578125,63.86771011352539,62.786312103271484,58.0469856262207,65.36400604248047,64.1201400756836,66.28471374511719,63.69039535522461,62.28797149658203,40.90909194946289,35,45,47.619049072265625,30.000001907348633,28.571430206298828,40.90909194946289,40.90909194946289,38.095237731933594,40.90909194946289,45,45,31.36051368713379,25769803776,7516192768,14714683392,5823070208
209,1771534109478,4,4,4,4,4,4,4,4,4,4,4,4,57.88777542114258,66.303466796875,58.640625,63.578125,63.86771011352539,62.786312103271484,58.0469856262207,65.36400604248047,64.1201400756836,66.28471374511719,63.69039535522461,62.28797149658203,47.619049072265625,40,50,47.619049072265625,35,35,40,35,40.90909194946289,36.842105865478516,40.90909194946289,47.619049072265625,31.36051368713379,25769803776,7516192768,14743486464,5823070208
209,1771534109688,4,4,4,4,4,4,4,4,4,4,4,4,57.88777542114258,66.303466796875,58.640625,63.578125,63.86771011352539,62.786312103271484,58.0469856262207,65.36400604248047,64.1201400756836,66.28471374511719,63.69039535522461,62.28797149658203,20,19.047618865966797,14.285715103149414,15.000000953674316,9.523809432983398,4.761904716491699,14.285715103149414,10,10,13.636363983154297,15.000000953674316,20,31.36051368713379,25769803776,7516192768,14701264896,5823070208
209,1771534109898,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,23.809524536132813,15.000000953674316,9.090909004211426,0,5,4.761904716491699,0,0,0,0,4.761904716491699,0,31.36051368713379,25769803776,7516192768,14697086976,5823070208
