Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771533206077,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,100,0,0,50,0,0,0,0,0,0,50,0,7.421376705169678,25769803776,7516192768,15041036288,5823070208
201,1771533206077,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,0,100,0,0,0,0,0,0,0,0,0,0,7.421376705169678,25769803776,7516192768,15041970176,5823070208
202,1771533206280,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,33.333335876464844,15.000000953674316,0,0,14.285715103149414,9.090909004211426,0,0,0,0,0,4.761904716491699,9.670022010803223,25769803776,7516192768,15042625536,5823070208
202,1771533206482,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,21.052631378173828,15.000000953674316,0,0,15.000000953674316,0,0,0,0,0,0,0,9.670022010803223,25769803776,7516192768,15042576384,5823070208
202,1771533206685,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,25,20,0,0,15.000000953674316,5,0,0,0,0,0,0,9.670022010803223,25769803776,7516192768,15018409984,5823070208
203,1771533206888,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,20,0,0,14.285715103149414,5,0,0,0,0,0,4.761904716491699,9.670022010803223,25769803776,7516192768,14971895808,5823070208
200,1771533207092,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,40,35,0,0,21.052631378173828,28.571430206298828,0,0,0,0,0,0,9.670022010803223,25769803776,7516192768,14978039808,5823070208
203,1771533207292,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,35,26.3157901763916,0,0,28.571430206298828,10.526315689086914,0,0,0,0,0,0,10.190776824951172,25769803776,7516192768,14979022848,5823070208
204,1771533207496,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,38.095237731933594,28.571430206298828,30.000001907348633,42.85714340209961,21.052631378173828,23.809524536132813,23.809524536132813,25,23.809524536132813,20,33.333335876464844,21.052631378173828,10.190776824951172,25769803776,7516192768,14839185408,5823070208
200,1771533207701,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,47.619049072265625,55,47.36842346191406,38.095237731933594,35,45,42.85714340209961,45,47.619049072265625,55,54.54545593261719,10.190776824951172,25769803776,7516192768,14818426880,5823070208
201,1771533207902,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,40,40,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,45,42.105262756347656,42.85714340209961,45,36.842105865478516,33.333335876464844,40,40,38.095237731933594,40,45,47.36842346191406,10.190776824951172,25769803776,7516192768,14801731584,5823070208
204,1771533208103,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,40,40,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,45,38.095237731933594,45,50,38.095237731933594,26.3157901763916,40,40,36.842105865478516,40,45,45,10.190776824951172,25769803776,7516192768,14801731584,5823070208
204,1771533208308,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,40,40,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,45,31.57894515991211,52.38095474243164,42.85714340209961,38.095237731933594,28.571430206298828,38.095237731933594,38.095237731933594,42.85714340209961,35,45,45.45454788208008,8.51632308959961,25769803776,7516192768,14801731584,5823070208
202,1771533208513,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,40,40,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,40,40.90909194946289,45,50,35,33.333335876464844,40,40,35,38.095237731933594,45,52.6315803527832,8.51632308959961,25769803776,7516192768,14801731584,5823070208
200,1771533208716,4,4,4,4,4,4,4,4,4,4,4,4,2.1999998092651367,1.5,40,40,2.1999998092651367,1.5,1.5,2.1999998092651367,1.5,2.1999998092651367,2.1999998092651367,1.5,45,35,40,52.38095474243164,35,33.333335876464844,38.095237731933594,35,38.095237731933594,40,42.85714340209961,40,8.51632308959961,25769803776,7516192768,14789541888,5823070208
